Clock Cycle,Probability
0,0.0
1,0.8504432075860647
2,0.9953617810760668
3,0.9987631416202845
4,0.9991754277468563
5,0.9992784992784993
6,0.9992784992784993
7,0.9992784992784993
8,0.9992784992784993
9,0.9992784992784993
10,0.9992784992784993
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
16,1.0
17,1.0
18,1.0
19,1.0
20,1.0
21,1.0
22,1.0
23,1.0
24,1.0
25,1.0
26,1.0
27,1.0
28,1.0
29,1.0
30,1.0
31,1.0
32,1.0
33,1.0
34,1.0
35,1.0
36,1.0
37,1.0
38,1.0
39,1.0
40,1.0
41,1.0
42,1.0
43,1.0
44,1.0
45,1.0
46,1.0
47,1.0
48,1.0
49,1.0
